distance,fish,trial,session,phase,epoch,experiment
-2.722,1,1,1,baseline,1,exp1_dir1
-0.432,1,2,1,baseline,1,exp1_dir1
0.238,1,3,1,baseline,1,exp1_dir1
1.608,1,4,1,baseline,1,exp1_dir1
1.308,1,5,1,baseline,1,exp1_dir1
2.238,1,6,1,perturbation,2,exp1_dir1
5.828,1,7,1,perturbation,2,exp1_dir1
2.568,1,8,1,perturbation,3,exp1_dir1
0.827999999999999,1,9,1,perturbation,3,exp1_dir1
1.298,1,10,1,perturbation,3,exp1_dir1
0.127999999999999,1,11,1,perturbation,3,exp1_dir1
4.588,1,12,1,perturbation,3,exp1_dir1
2.128,1,13,1,perturbation,4,exp1_dir1
-0.582000000000001,1,14,1,perturbation,4,exp1_dir1
-1.242,1,15,1,perturbation,4,exp1_dir1
-7.232,1,16,1,washout,5,exp1_dir1
-3.122,1,17,1,washout,5,exp1_dir1
-0.782000000000001,1,18,1,washout,6,exp1_dir1
-3.562,1,19,1,washout,6,exp1_dir1
-1.632,1,20,1,washout,6,exp1_dir1
-3.102,1,21,1,washout,6,exp1_dir1
0.406000000000001,1,1,2,baseline,1,exp1_dir1
-1.484,1,2,2,baseline,1,exp1_dir1
2.286,1,3,2,baseline,1,exp1_dir1
0.636000000000001,1,4,2,baseline,1,exp1_dir1
-1.844,1,5,2,baseline,1,exp1_dir1
4.306,1,6,2,perturbation,2,exp1_dir1
1.656,1,7,2,perturbation,2,exp1_dir1
5.056,1,8,2,perturbation,3,exp1_dir1
3.906,1,9,2,perturbation,3,exp1_dir1
4.856,1,10,2,perturbation,3,exp1_dir1
3.186,1,11,2,perturbation,3,exp1_dir1
3.886,1,12,2,perturbation,3,exp1_dir1
6.036,1,13,2,perturbation,4,exp1_dir1
4.816,1,14,2,perturbation,4,exp1_dir1
2.736,1,15,2,perturbation,4,exp1_dir1
0.556000000000001,1,16,2,washout,5,exp1_dir1
1.286,1,17,2,washout,5,exp1_dir1
-1.334,1,18,2,washout,6,exp1_dir1
-1.964,1,19,2,washout,6,exp1_dir1
-0.113999999999999,1,20,2,washout,6,exp1_dir1
-2.214,1,21,2,washout,6,exp1_dir1
0.464,1,1,3,baseline,1,exp1_dir1
2.084,1,2,3,baseline,1,exp1_dir1
-3.906,1,3,3,baseline,1,exp1_dir1
0.194,1,4,3,baseline,1,exp1_dir1
1.164,1,5,3,baseline,1,exp1_dir1
5.384,1,6,3,perturbation,2,exp1_dir1
5.664,1,7,3,perturbation,2,exp1_dir1
4.114,1,8,3,perturbation,3,exp1_dir1
4.734,1,9,3,perturbation,3,exp1_dir1
7.214,1,10,3,perturbation,3,exp1_dir1
4.514,1,11,3,perturbation,3,exp1_dir1
4.434,1,12,3,perturbation,3,exp1_dir1
5.194,1,13,3,perturbation,4,exp1_dir1
4.514,1,14,3,perturbation,4,exp1_dir1
-0.356,1,15,3,perturbation,4,exp1_dir1
-0.806,1,16,3,washout,5,exp1_dir1
-0.436,1,17,3,washout,5,exp1_dir1
1.034,1,18,3,washout,6,exp1_dir1
-1.286,1,19,3,washout,6,exp1_dir1
-0.786,1,20,3,washout,6,exp1_dir1
-2.336,1,21,3,washout,6,exp1_dir1
3.644,1,1,4,baseline,1,exp1_dir1
-1.856,1,2,4,baseline,1,exp1_dir1
0.494,1,3,4,baseline,1,exp1_dir1
-2.906,1,4,4,baseline,1,exp1_dir1
0.624,1,5,4,baseline,1,exp1_dir1
0.274,1,6,4,perturbation,2,exp1_dir1
8.224,1,7,4,perturbation,2,exp1_dir1
5.524,1,8,4,perturbation,3,exp1_dir1
1.544,1,9,4,perturbation,3,exp1_dir1
2.874,1,10,4,perturbation,3,exp1_dir1
7.544,1,11,4,perturbation,3,exp1_dir1
6.224,1,12,4,perturbation,3,exp1_dir1
1.824,1,13,4,perturbation,4,exp1_dir1
3.754,1,14,4,perturbation,4,exp1_dir1
3.834,1,15,4,perturbation,4,exp1_dir1
-2.596,1,16,4,washout,5,exp1_dir1
-0.776,1,17,4,washout,5,exp1_dir1
-3.546,1,18,4,washout,6,exp1_dir1
1.074,1,19,4,washout,6,exp1_dir1
-1.076,1,20,4,washout,6,exp1_dir1
-0.826,1,21,4,washout,6,exp1_dir1
2.688,1,1,5,baseline,1,exp1_dir1
0.888,1,2,5,baseline,1,exp1_dir1
-6.572,1,3,5,baseline,1,exp1_dir1
3.318,1,4,5,baseline,1,exp1_dir1
-0.322000000000001,1,5,5,baseline,1,exp1_dir1
13.408,1,6,5,perturbation,2,exp1_dir1
6.688,1,7,5,perturbation,2,exp1_dir1
8.498,1,8,5,perturbation,3,exp1_dir1
9.318,1,9,5,perturbation,3,exp1_dir1
4.158,1,10,5,perturbation,3,exp1_dir1
8.348,1,11,5,perturbation,3,exp1_dir1
4.028,1,12,5,perturbation,3,exp1_dir1
3.058,1,13,5,perturbation,4,exp1_dir1
5.228,1,14,5,perturbation,4,exp1_dir1
6.488,1,15,5,perturbation,4,exp1_dir1
0.838,1,16,5,washout,5,exp1_dir1
1.588,1,17,5,washout,5,exp1_dir1
3.178,1,18,5,washout,6,exp1_dir1
3.768,1,19,5,washout,6,exp1_dir1
-1.892,1,20,5,washout,6,exp1_dir1
6.538,1,21,5,washout,6,exp1_dir1
0.762,1,1,6,baseline,1,exp1_dir1
-3.018,1,2,6,baseline,1,exp1_dir1
-3.958,1,3,6,baseline,1,exp1_dir1
2.732,1,4,6,baseline,1,exp1_dir1
3.482,1,5,6,baseline,1,exp1_dir1
7.902,1,6,6,perturbation,2,exp1_dir1
2.072,1,7,6,perturbation,2,exp1_dir1
4.502,1,8,6,perturbation,3,exp1_dir1
4.102,1,9,6,perturbation,3,exp1_dir1
6.522,1,10,6,perturbation,3,exp1_dir1
4.532,1,11,6,perturbation,3,exp1_dir1
-0.218,1,12,6,perturbation,3,exp1_dir1
0.162,1,13,6,perturbation,4,exp1_dir1
-1.278,1,14,6,perturbation,4,exp1_dir1
2.032,1,15,6,perturbation,4,exp1_dir1
-0.288,1,16,6,washout,5,exp1_dir1
0.282,1,17,6,washout,5,exp1_dir1
-1.068,1,18,6,washout,6,exp1_dir1
1.462,1,19,6,washout,6,exp1_dir1
1.588,1,1,7,baseline,1,exp1_dir1
-2.112,1,2,7,baseline,1,exp1_dir1
-1.092,1,3,7,baseline,1,exp1_dir1
0.908,1,4,7,baseline,1,exp1_dir1
0.708,1,5,7,baseline,1,exp1_dir1
1.508,1,6,7,perturbation,2,exp1_dir1
2.458,1,7,7,perturbation,2,exp1_dir1
4.678,1,8,7,perturbation,3,exp1_dir1
0.00800000000000001,1,9,7,perturbation,3,exp1_dir1
3.378,1,10,7,perturbation,3,exp1_dir1
3.578,1,11,7,perturbation,3,exp1_dir1
5.078,1,12,7,perturbation,3,exp1_dir1
2.508,1,13,7,perturbation,4,exp1_dir1
1.908,1,14,7,perturbation,4,exp1_dir1
2.308,1,15,7,perturbation,4,exp1_dir1
-0.672,1,16,7,washout,5,exp1_dir1
1.958,1,17,7,washout,5,exp1_dir1
2.558,1,18,7,washout,6,exp1_dir1
2.858,1,19,7,washout,6,exp1_dir1
0.728,1,20,7,washout,6,exp1_dir1
-1.56,1,1,8,baseline,1,exp1_dir1
-1.91,1,2,8,baseline,1,exp1_dir1
0.24,1,3,8,baseline,1,exp1_dir1
2.04,1,4,8,baseline,1,exp1_dir1
1.19,1,5,8,baseline,1,exp1_dir1
3.92,1,6,8,perturbation,2,exp1_dir1
0.56,1,7,8,perturbation,2,exp1_dir1
0.0600000000000001,1,8,8,perturbation,3,exp1_dir1
2.75,1,9,8,perturbation,3,exp1_dir1
0.51,1,10,8,perturbation,3,exp1_dir1
0.0600000000000001,1,11,8,perturbation,3,exp1_dir1
1.9,1,12,8,perturbation,3,exp1_dir1
0.98,1,13,8,perturbation,4,exp1_dir1
-0.41,1,14,8,perturbation,4,exp1_dir1
1.88,1,15,8,perturbation,4,exp1_dir1
-0.61,1,16,8,washout,5,exp1_dir1
1.49,1,17,8,washout,5,exp1_dir1
1.44,1,18,8,washout,6,exp1_dir1
3.334,2,1,1,baseline,1,exp1_dir1
-0.0659999999999998,2,2,1,baseline,1,exp1_dir1
-2.686,2,3,1,baseline,1,exp1_dir1
-0.966,2,4,1,baseline,1,exp1_dir1
0.384,2,5,1,baseline,1,exp1_dir1
5.214,2,6,1,perturbation,2,exp1_dir1
6.034,2,7,1,perturbation,2,exp1_dir1
1.134,2,8,1,perturbation,3,exp1_dir1
0.764,2,9,1,perturbation,3,exp1_dir1
5.214,2,10,1,perturbation,3,exp1_dir1
2.434,2,11,1,perturbation,3,exp1_dir1
0.834000000000001,2,12,1,perturbation,3,exp1_dir1
1.714,2,13,1,perturbation,4,exp1_dir1
1.124,2,14,1,perturbation,4,exp1_dir1
-2.156,2,15,1,perturbation,4,exp1_dir1
-3.536,2,16,1,washout,5,exp1_dir1
-1.486,2,17,1,washout,5,exp1_dir1
-2.016,2,18,1,washout,6,exp1_dir1
-3.536,2,19,1,washout,6,exp1_dir1
-1.366,2,20,1,washout,6,exp1_dir1
-1.666,2,21,1,washout,6,exp1_dir1
4.644,2,1,2,baseline,1,exp1_dir1
1.984,2,2,2,baseline,1,exp1_dir1
-4.116,2,3,2,baseline,1,exp1_dir1
0.0140000000000002,2,4,2,baseline,1,exp1_dir1
-2.526,2,5,2,baseline,1,exp1_dir1
6.054,2,6,2,perturbation,2,exp1_dir1
1.314,2,7,2,perturbation,2,exp1_dir1
0.984,2,8,2,perturbation,3,exp1_dir1
0.374,2,9,2,perturbation,3,exp1_dir1
-0.886,2,10,2,perturbation,3,exp1_dir1
-1.556,2,11,2,perturbation,3,exp1_dir1
-2.046,2,12,2,perturbation,3,exp1_dir1
0.374,2,13,2,perturbation,4,exp1_dir1
-4.366,2,14,2,perturbation,4,exp1_dir1
0.984,2,15,2,perturbation,4,exp1_dir1
-4.436,2,16,2,washout,5,exp1_dir1
-4.066,2,17,2,washout,5,exp1_dir1
0.514,2,18,2,washout,6,exp1_dir1
-2.596,2,19,2,washout,6,exp1_dir1
0.164,2,20,2,washout,6,exp1_dir1
-5.006,2,21,2,washout,6,exp1_dir1
-1.584,2,1,3,baseline,1,exp1_dir1
1.776,2,2,3,baseline,1,exp1_dir1
1.136,2,3,3,baseline,1,exp1_dir1
-1.384,2,4,3,baseline,1,exp1_dir1
0.0559999999999996,2,5,3,baseline,1,exp1_dir1
4.216,2,6,3,perturbation,2,exp1_dir1
4.366,2,7,3,perturbation,2,exp1_dir1
-1.354,2,8,3,perturbation,3,exp1_dir1
1.006,2,9,3,perturbation,3,exp1_dir1
2.516,2,10,3,perturbation,3,exp1_dir1
2.316,2,11,3,perturbation,3,exp1_dir1
-0.144,2,12,3,perturbation,3,exp1_dir1
4.676,2,13,3,perturbation,4,exp1_dir1
-1.244,2,14,3,perturbation,4,exp1_dir1
1.366,2,15,3,perturbation,4,exp1_dir1
-3.294,2,16,3,washout,5,exp1_dir1
1.446,2,17,3,washout,5,exp1_dir1
-1.604,2,18,3,washout,6,exp1_dir1
-2.834,2,19,3,washout,6,exp1_dir1
-1.474,2,20,3,washout,6,exp1_dir1
1.902,2,1,4,baseline,1,exp1_dir1
2.742,2,2,4,baseline,1,exp1_dir1
-2.858,2,3,4,baseline,1,exp1_dir1
-0.488,2,4,4,baseline,1,exp1_dir1
-1.298,2,5,4,baseline,1,exp1_dir1
6.762,2,6,4,perturbation,2,exp1_dir1
6.092,2,7,4,perturbation,2,exp1_dir1
-1.088,2,8,4,perturbation,3,exp1_dir1
-3.838,2,9,4,perturbation,3,exp1_dir1
-4.148,2,10,4,perturbation,3,exp1_dir1
-3.788,2,11,4,perturbation,3,exp1_dir1
3.412,2,12,4,perturbation,3,exp1_dir1
-4.528,2,13,4,perturbation,4,exp1_dir1
-2.728,2,14,4,perturbation,4,exp1_dir1
-2.728,2,15,4,perturbation,4,exp1_dir1
-8.858,2,16,4,washout,5,exp1_dir1
-8.268,2,17,4,washout,5,exp1_dir1
-6.648,2,18,4,washout,6,exp1_dir1
-7.318,2,19,4,washout,6,exp1_dir1
-6.368,2,20,4,washout,6,exp1_dir1
-7.448,2,21,4,washout,6,exp1_dir1
-2.818,2,1,5,baseline,1,exp1_dir1
-6.888,2,2,5,baseline,1,exp1_dir1
22.112,2,3,5,baseline,1,exp1_dir1
-6.098,2,4,5,baseline,1,exp1_dir1
-6.308,2,5,5,baseline,1,exp1_dir1
0.342000000000001,2,6,5,perturbation,2,exp1_dir1
-0.997999999999999,2,7,5,perturbation,2,exp1_dir1
-3.818,2,8,5,perturbation,3,exp1_dir1
-6.758,2,9,5,perturbation,3,exp1_dir1
-5.638,2,10,5,perturbation,3,exp1_dir1
-0.708,2,11,5,perturbation,3,exp1_dir1
-3.638,2,12,5,perturbation,3,exp1_dir1
-4.578,2,13,5,perturbation,4,exp1_dir1
-7.048,2,14,5,perturbation,4,exp1_dir1
-4.128,2,15,5,perturbation,4,exp1_dir1
-9.458,2,16,5,washout,5,exp1_dir1
-11.608,2,17,5,washout,5,exp1_dir1
-7.718,2,18,5,washout,6,exp1_dir1
-8.198,2,19,5,washout,6,exp1_dir1
-9.198,2,20,5,washout,6,exp1_dir1
-9.768,2,21,5,washout,6,exp1_dir1
3.842,2,1,6,baseline,1,exp1_dir1
3.772,2,2,6,baseline,1,exp1_dir1
-1.408,2,3,6,baseline,1,exp1_dir1
-3.108,2,4,6,baseline,1,exp1_dir1
-3.098,2,5,6,baseline,1,exp1_dir1
3.212,2,6,6,perturbation,2,exp1_dir1
8.082,2,7,6,perturbation,2,exp1_dir1
2.442,2,8,6,perturbation,3,exp1_dir1
0.0819999999999999,2,9,6,perturbation,3,exp1_dir1
1.542,2,10,6,perturbation,3,exp1_dir1
-0.818000000000001,2,11,6,perturbation,3,exp1_dir1
3.892,2,12,6,perturbation,3,exp1_dir1
-0.828,2,13,6,perturbation,4,exp1_dir1
-3.048,2,14,6,perturbation,4,exp1_dir1
-2.308,2,15,6,perturbation,4,exp1_dir1
-3.638,2,16,6,washout,5,exp1_dir1
-2.798,2,17,6,washout,5,exp1_dir1
-3.668,2,18,6,washout,6,exp1_dir1
-2.208,2,19,6,washout,6,exp1_dir1
-2.278,2,20,6,washout,6,exp1_dir1
-3.388,2,21,6,washout,6,exp1_dir1
1.602,2,1,7,baseline,1,exp1_dir1
-1.398,2,2,7,baseline,1,exp1_dir1
-0.468,2,3,7,baseline,1,exp1_dir1
1.732,2,4,7,baseline,1,exp1_dir1
-1.468,2,5,7,baseline,1,exp1_dir1
6.532,2,6,7,perturbation,2,exp1_dir1
1.472,2,7,7,perturbation,2,exp1_dir1
-0.528,2,8,7,perturbation,3,exp1_dir1
5.582,2,9,7,perturbation,3,exp1_dir1
1.062,2,10,7,perturbation,3,exp1_dir1
3.272,2,11,7,perturbation,3,exp1_dir1
1.222,2,12,7,perturbation,3,exp1_dir1
4.632,2,13,7,perturbation,4,exp1_dir1
3.372,2,14,7,perturbation,4,exp1_dir1
0.862000000000001,2,15,7,perturbation,4,exp1_dir1
-1.978,2,16,7,washout,5,exp1_dir1
0.172000000000001,2,17,7,washout,5,exp1_dir1
-1.078,2,18,7,washout,6,exp1_dir1
-0.778,2,19,7,washout,6,exp1_dir1
-0.287999999999999,2,20,7,washout,6,exp1_dir1
-1.288,2,21,7,washout,6,exp1_dir1
0.218000000000001,2,1,8,baseline,1,exp1_dir1
2.858,2,2,8,baseline,1,exp1_dir1
0.858000000000001,2,3,8,baseline,1,exp1_dir1
-3.582,2,4,8,baseline,1,exp1_dir1
-0.351999999999999,2,5,8,baseline,1,exp1_dir1
5.218,2,6,8,perturbation,2,exp1_dir1
3.378,2,7,8,perturbation,2,exp1_dir1
2.398,2,8,8,perturbation,3,exp1_dir1
1.368,2,9,8,perturbation,3,exp1_dir1
-0.681999999999999,2,10,8,perturbation,3,exp1_dir1
-0.351999999999999,2,11,8,perturbation,3,exp1_dir1
0.398000000000001,2,12,8,perturbation,3,exp1_dir1
7.108,2,13,8,perturbation,4,exp1_dir1
0.088000000000001,2,14,8,perturbation,4,exp1_dir1
4.058,2,15,8,perturbation,4,exp1_dir1
-2.382,2,16,8,washout,5,exp1_dir1
1.108,2,17,8,washout,5,exp1_dir1
-0.712,2,18,8,washout,6,exp1_dir1
0.0580000000000007,2,19,8,washout,6,exp1_dir1
-1.832,2,20,8,washout,6,exp1_dir1
-1.912,2,21,8,washout,6,exp1_dir1
2.228,2,1,9,baseline,1,exp1_dir1
1.918,2,2,9,baseline,1,exp1_dir1
-2.982,2,3,9,baseline,1,exp1_dir1
-1.852,2,4,9,baseline,1,exp1_dir1
0.688000000000001,2,5,9,baseline,1,exp1_dir1
2.998,2,6,9,perturbation,2,exp1_dir1
-1.262,2,7,9,perturbation,2,exp1_dir1
1.118,2,8,9,perturbation,3,exp1_dir1
1.728,2,9,9,perturbation,3,exp1_dir1
0.638000000000001,2,10,9,perturbation,3,exp1_dir1
3.918,2,11,9,perturbation,3,exp1_dir1
-3.902,2,12,9,perturbation,3,exp1_dir1
-0.181999999999999,2,13,9,perturbation,4,exp1_dir1
1.838,2,14,9,perturbation,4,exp1_dir1
-0.00199999999999889,2,15,9,perturbation,4,exp1_dir1
-5.822,2,16,9,washout,5,exp1_dir1
-2.182,2,17,9,washout,5,exp1_dir1
-4.112,2,18,9,washout,6,exp1_dir1
-1.722,2,19,9,washout,6,exp1_dir1
-1.232,2,20,9,washout,6,exp1_dir1
-2.262,2,21,9,washout,6,exp1_dir1
2.03,2,1,10,baseline,1,exp1_dir1
-0.79,2,2,10,baseline,1,exp1_dir1
-2.84,2,3,10,baseline,1,exp1_dir1
0.75,2,4,10,baseline,1,exp1_dir1
0.85,2,5,10,baseline,1,exp1_dir1
6.85,2,6,10,perturbation,2,exp1_dir1
2.44,2,7,10,perturbation,2,exp1_dir1
-0.25,2,8,10,perturbation,3,exp1_dir1
0.899999999999999,2,9,10,perturbation,3,exp1_dir1
5.87,2,10,10,perturbation,3,exp1_dir1
1.82,2,11,10,perturbation,3,exp1_dir1
8.28,2,12,10,perturbation,3,exp1_dir1
0.92,2,13,10,perturbation,4,exp1_dir1
4.26,2,14,10,perturbation,4,exp1_dir1
8.36,2,15,10,perturbation,4,exp1_dir1
-2.9,2,16,10,washout,5,exp1_dir1
-1.35,2,17,10,washout,5,exp1_dir1
3.46,2,18,10,washout,6,exp1_dir1
2.44,2,19,10,washout,6,exp1_dir1
-0.02,2,20,10,washout,6,exp1_dir1
-0.64,2,21,10,washout,6,exp1_dir1
-2.88,2,1,11,baseline,1,exp1_dir1
-0.210000000000001,2,2,11,baseline,1,exp1_dir1
1.58,2,3,11,baseline,1,exp1_dir1
0.449999999999999,2,4,11,baseline,1,exp1_dir1
1.06,2,5,11,baseline,1,exp1_dir1
4.96,2,6,11,perturbation,2,exp1_dir1
0.22,2,7,11,perturbation,2,exp1_dir1
2.53,2,8,11,perturbation,3,exp1_dir1
-0.04,2,9,11,perturbation,3,exp1_dir1
0.71,2,10,11,perturbation,3,exp1_dir1
-3.7,2,11,11,perturbation,3,exp1_dir1
5.78,2,12,11,perturbation,3,exp1_dir1
2.96,2,13,11,perturbation,4,exp1_dir1
0.989999999999999,2,14,11,perturbation,4,exp1_dir1
0.71,2,15,11,perturbation,4,exp1_dir1
-3.19,2,16,11,washout,5,exp1_dir1
-0.19,2,17,11,washout,5,exp1_dir1
-1.96,2,18,11,washout,6,exp1_dir1
-0.420000000000001,2,19,11,washout,6,exp1_dir1
1.97,2,20,11,washout,6,exp1_dir1
-0.0600000000000005,2,21,11,washout,6,exp1_dir1
-0.714,2,1,12,baseline,1,exp1_dir1
0.665999999999999,2,2,12,baseline,1,exp1_dir1
0.776,2,3,12,baseline,1,exp1_dir1
1.036,2,4,12,baseline,1,exp1_dir1
-1.764,2,5,12,baseline,1,exp1_dir1
5.316,2,6,12,perturbation,2,exp1_dir1
-1.254,2,7,12,perturbation,2,exp1_dir1
-4.014,2,8,12,perturbation,3,exp1_dir1
-3.404,2,9,12,perturbation,3,exp1_dir1
-1.044,2,10,12,perturbation,3,exp1_dir1
-1.994,2,11,12,perturbation,3,exp1_dir1
-4.144,2,12,12,perturbation,3,exp1_dir1
-3.274,2,13,12,perturbation,4,exp1_dir1
-2.684,2,14,12,perturbation,4,exp1_dir1
-0.814,2,15,12,perturbation,4,exp1_dir1
-4.534,2,16,12,washout,5,exp1_dir1
-8.424,2,17,12,washout,5,exp1_dir1
-8.684,2,18,12,washout,6,exp1_dir1
-6.604,2,19,12,washout,6,exp1_dir1
-6.784,2,20,12,washout,6,exp1_dir1
-5.914,2,21,12,washout,6,exp1_dir1
-0.76,2,1,13,baseline,1,exp1_dir1
-0.4,2,2,13,baseline,1,exp1_dir1
-1.07,2,3,13,baseline,1,exp1_dir1
2.47,2,4,13,baseline,1,exp1_dir1
-0.24,2,5,13,baseline,1,exp1_dir1
1.29,2,6,13,perturbation,2,exp1_dir1
0.88,2,7,13,perturbation,2,exp1_dir1
1.91,2,8,13,perturbation,3,exp1_dir1
-0.91,2,9,13,perturbation,3,exp1_dir1
-2.06,2,10,13,perturbation,3,exp1_dir1
-3.14,2,11,13,perturbation,3,exp1_dir1
-2.55,2,12,13,perturbation,4,exp1_dir1
1.8,2,13,13,perturbation,4,exp1_dir1
-0.5,2,14,13,perturbation,4,exp1_dir1
-7.6,2,15,13,washout,5,exp1_dir1
-1.66,2,16,13,washout,5,exp1_dir1
-3.7,2,17,13,washout,6,exp1_dir1
-1.14,2,18,13,washout,6,exp1_dir1
-2.55,2,19,13,washout,6,exp1_dir1
-3.93,2,20,13,washout,6,exp1_dir1
0.602,2,1,14,baseline,1,exp1_dir1
-0.137999999999999,2,2,14,baseline,1,exp1_dir1
-0.108,2,3,14,baseline,1,exp1_dir1
-1.188,2,4,14,baseline,1,exp1_dir1
0.832000000000001,2,5,14,baseline,1,exp1_dir1
7.062,2,6,14,perturbation,2,exp1_dir1
2.832,2,7,14,perturbation,2,exp1_dir1
0.652,2,8,14,perturbation,3,exp1_dir1
2.452,2,9,14,perturbation,3,exp1_dir1
-1.598,2,10,14,perturbation,3,exp1_dir1
-0.938,2,11,14,perturbation,3,exp1_dir1
2.632,2,12,14,perturbation,3,exp1_dir1
0.682,2,13,14,perturbation,4,exp1_dir1
2.352,2,14,14,perturbation,4,exp1_dir1
2.042,2,15,14,perturbation,4,exp1_dir1
-2.418,2,16,14,washout,5,exp1_dir1
0.782,2,17,14,washout,5,exp1_dir1
-0.858,2,18,14,washout,6,exp1_dir1
-1.648,2,19,14,washout,6,exp1_dir1
0.812,2,20,14,washout,6,exp1_dir1
1.302,2,21,14,washout,6,exp1_dir1
-0.00599999999999978,2,1,15,baseline,1,exp1_dir1
0.384,2,2,15,baseline,1,exp1_dir1
2.714,2,3,15,baseline,1,exp1_dir1
-0.906,2,4,15,baseline,1,exp1_dir1
-2.186,2,5,15,baseline,1,exp1_dir1
2.174,2,6,15,perturbation,2,exp1_dir1
3.534,2,7,15,perturbation,2,exp1_dir1
-2.486,2,8,15,perturbation,3,exp1_dir1
-2.316,2,9,15,perturbation,3,exp1_dir1
-0.436,2,10,15,perturbation,3,exp1_dir1
-4.046,2,11,15,perturbation,3,exp1_dir1
-1.006,2,12,15,perturbation,3,exp1_dir1
-1.106,2,13,15,perturbation,4,exp1_dir1
-0.446,2,14,15,perturbation,4,exp1_dir1
2.074,2,15,15,perturbation,4,exp1_dir1
-2.516,2,16,15,washout,5,exp1_dir1
0.714,2,17,15,washout,5,exp1_dir1
-2.616,2,18,15,washout,6,exp1_dir1
1.194,2,19,15,washout,6,exp1_dir1
0.304,2,20,15,washout,6,exp1_dir1
-1.516,2,21,15,washout,6,exp1_dir1
-1.4,2,1,16,baseline,1,exp1_dir1
0.22,2,2,16,baseline,1,exp1_dir1
0.0699999999999998,2,3,16,baseline,1,exp1_dir1
-0.83,2,4,16,baseline,1,exp1_dir1
1.94,2,5,16,baseline,1,exp1_dir1
3.45,2,6,16,perturbation,2,exp1_dir1
0.81,2,7,16,perturbation,2,exp1_dir1
0.58,2,8,16,perturbation,3,exp1_dir1
0.63,2,9,16,perturbation,3,exp1_dir1
-0.96,2,10,16,perturbation,3,exp1_dir1
0.99,2,11,16,perturbation,3,exp1_dir1
2.09,2,12,16,perturbation,3,exp1_dir1
0.45,2,13,16,perturbation,4,exp1_dir1
2.02,2,14,16,perturbation,4,exp1_dir1
4.07,2,15,16,perturbation,4,exp1_dir1
-3.77,2,16,16,washout,5,exp1_dir1
0.17,2,17,16,washout,5,exp1_dir1
-1.31,2,18,16,washout,6,exp1_dir1
1.43,2,19,16,washout,6,exp1_dir1
