distance,fish,trial,session,phase,epoch,experiment
1.66,2,20,16,washout,6,exp1_dir1
0.12,2,21,16,washout,6,exp1_dir1
-3.77,2,1,17,baseline,1,exp1_dir1
1.32,2,2,17,baseline,1,exp1_dir1
1,2,3,17,baseline,1,exp1_dir1
0.15,2,4,17,baseline,1,exp1_dir1
1.3,2,5,17,baseline,1,exp1_dir1
2.85,2,6,17,perturbation,2,exp1_dir1
-0.55,2,7,17,perturbation,2,exp1_dir1
0.1,2,8,17,perturbation,3,exp1_dir1
2.9,2,9,17,perturbation,3,exp1_dir1
4.05,2,10,17,perturbation,3,exp1_dir1
-0.7,2,11,17,perturbation,3,exp1_dir1
-3.85,2,12,17,perturbation,3,exp1_dir1
-0.63,2,13,17,perturbation,4,exp1_dir1
0.27,2,14,17,perturbation,4,exp1_dir1
-1.3,2,15,17,perturbation,4,exp1_dir1
0.15,2,16,17,washout,5,exp1_dir1
1.4,2,17,17,washout,5,exp1_dir1
5.07,2,18,17,washout,6,exp1_dir1
-4.42,2,19,17,washout,6,exp1_dir1
2.77,2,20,17,washout,6,exp1_dir1
3.2,2,21,17,washout,6,exp1_dir1
0.466,3,1,1,baseline,1,exp1_dir1
1.156,3,2,1,baseline,1,exp1_dir1
2.046,3,3,1,baseline,1,exp1_dir1
-0.934,3,4,1,baseline,1,exp1_dir1
-2.734,3,5,1,baseline,1,exp1_dir1
9.106,3,6,1,perturbation,2,exp1_dir1
6.726,3,7,1,perturbation,2,exp1_dir1
0.736,3,8,1,perturbation,3,exp1_dir1
-1.484,3,9,1,perturbation,3,exp1_dir1
2.346,3,10,1,perturbation,3,exp1_dir1
-0.804,3,11,1,perturbation,3,exp1_dir1
-0.164,3,12,1,perturbation,3,exp1_dir1
2.196,3,13,1,perturbation,4,exp1_dir1
1.386,3,14,1,perturbation,4,exp1_dir1
2.706,3,15,1,perturbation,4,exp1_dir1
-0.884,3,16,1,washout,5,exp1_dir1
-1.464,3,17,1,washout,5,exp1_dir1
0.806,3,18,1,washout,6,exp1_dir1
-2.634,3,19,1,washout,6,exp1_dir1
-2.144,3,20,1,washout,6,exp1_dir1
0.986,3,21,1,washout,6,exp1_dir1
1.718,3,1,2,baseline,1,exp1_dir1
0.488,3,2,2,baseline,1,exp1_dir1
-1.462,3,3,2,baseline,1,exp1_dir1
-1.212,3,4,2,baseline,1,exp1_dir1
0.468,3,5,2,baseline,1,exp1_dir1
7.178,3,6,2,perturbation,2,exp1_dir1
-1.862,3,7,2,perturbation,2,exp1_dir1
4.048,3,8,2,perturbation,3,exp1_dir1
1.678,3,9,2,perturbation,3,exp1_dir1
-1.132,3,10,2,perturbation,3,exp1_dir1
2.158,3,11,2,perturbation,3,exp1_dir1
3.118,3,12,2,perturbation,3,exp1_dir1
1.308,3,13,2,perturbation,4,exp1_dir1
3.528,3,14,2,perturbation,4,exp1_dir1
4.158,3,15,2,perturbation,4,exp1_dir1
-4.152,3,16,2,washout,5,exp1_dir1
-3.002,3,17,2,washout,5,exp1_dir1
-1.552,3,18,2,washout,6,exp1_dir1
-3.372,3,19,2,washout,6,exp1_dir1
-0.492,3,20,2,washout,6,exp1_dir1
-1.842,3,21,2,washout,6,exp1_dir1
-9.84,3,1,3,baseline,1,exp1_dir1
4.61,3,2,3,baseline,1,exp1_dir1
4.2,3,3,3,baseline,1,exp1_dir1
-2.27,3,4,3,baseline,1,exp1_dir1
3.3,3,5,3,baseline,1,exp1_dir1
10.49,3,6,3,perturbation,2,exp1_dir1
4.18,3,7,3,perturbation,2,exp1_dir1
5.95,3,8,3,perturbation,3,exp1_dir1
4.84,3,9,3,perturbation,3,exp1_dir1
4.28,3,10,3,perturbation,3,exp1_dir1
7.3,3,11,3,perturbation,3,exp1_dir1
4.05,3,12,3,perturbation,3,exp1_dir1
4.72,3,13,3,perturbation,4,exp1_dir1
3.86,3,14,3,perturbation,4,exp1_dir1
4.63,3,15,3,perturbation,4,exp1_dir1
3.16,3,16,3,washout,5,exp1_dir1
3.86,3,17,3,washout,5,exp1_dir1
5.38,3,18,3,washout,6,exp1_dir1
4.18,3,19,3,washout,6,exp1_dir1
0.97,3,20,3,washout,6,exp1_dir1
-2.21,3,21,3,washout,6,exp1_dir1
1.574,3,1,4,baseline,1,exp1_dir1
0.434,3,2,4,baseline,1,exp1_dir1
-1.496,3,3,4,baseline,1,exp1_dir1
-0.886,3,4,4,baseline,1,exp1_dir1
0.374,3,5,4,baseline,1,exp1_dir1
1.124,3,6,4,perturbation,2,exp1_dir1
0.754,3,7,4,perturbation,2,exp1_dir1
1.664,3,8,4,perturbation,3,exp1_dir1
1.624,3,9,4,perturbation,3,exp1_dir1
1.274,3,10,4,perturbation,3,exp1_dir1
1.114,3,11,4,perturbation,3,exp1_dir1
0.204,3,12,4,perturbation,3,exp1_dir1
-1.176,3,13,4,perturbation,4,exp1_dir1
1.074,3,14,4,perturbation,4,exp1_dir1
4.594,3,15,4,perturbation,4,exp1_dir1
-3.946,3,16,4,washout,5,exp1_dir1
-2.776,3,17,4,washout,5,exp1_dir1
-2.156,3,18,4,washout,6,exp1_dir1
-2.206,3,19,4,washout,6,exp1_dir1
-1.136,3,20,4,washout,6,exp1_dir1
-3.216,3,21,4,washout,6,exp1_dir1
1.018,3,1,5,baseline,1,exp1_dir1
0.518,3,2,5,baseline,1,exp1_dir1
3.128,3,3,5,baseline,1,exp1_dir1
-3.682,3,4,5,baseline,1,exp1_dir1
-0.982,3,5,5,baseline,1,exp1_dir1
6.108,3,6,5,perturbation,2,exp1_dir1
5.308,3,7,5,perturbation,2,exp1_dir1
6.358,3,8,5,perturbation,3,exp1_dir1
4.948,3,9,5,perturbation,3,exp1_dir1
3.988,3,10,5,perturbation,3,exp1_dir1
4.648,3,11,5,perturbation,3,exp1_dir1
-2.732,3,12,5,perturbation,3,exp1_dir1
-3.052,3,13,5,perturbation,4,exp1_dir1
5.608,3,14,5,perturbation,4,exp1_dir1
1.218,3,15,5,perturbation,4,exp1_dir1
-0.512,3,16,5,washout,5,exp1_dir1
-0.352,3,17,5,washout,5,exp1_dir1
-0.492,3,18,5,washout,6,exp1_dir1
-1.122,3,19,5,washout,6,exp1_dir1
1.068,3,20,5,washout,6,exp1_dir1
2.898,3,21,5,washout,6,exp1_dir1
0.52,3,1,6,baseline,1,exp1_dir1
-1.37,3,2,6,baseline,1,exp1_dir1
-0.16,3,3,6,baseline,1,exp1_dir1
-0.0299999999999998,3,4,6,baseline,1,exp1_dir1
1.04,3,5,6,baseline,1,exp1_dir1
3.86,3,6,6,perturbation,2,exp1_dir1
2.54,3,7,6,perturbation,2,exp1_dir1
1.41,3,8,6,perturbation,3,exp1_dir1
0.16,3,9,6,perturbation,3,exp1_dir1
1.84,3,10,6,perturbation,3,exp1_dir1
-0.66,3,11,6,perturbation,3,exp1_dir1
-1.12,3,12,6,perturbation,3,exp1_dir1
1.54,3,13,6,perturbation,4,exp1_dir1
0.36,3,14,6,perturbation,4,exp1_dir1
-0.44,3,15,6,perturbation,4,exp1_dir1
-2.3,3,16,6,washout,5,exp1_dir1
-1.91,3,17,6,washout,5,exp1_dir1
-2.07,3,18,6,washout,6,exp1_dir1
-4.59,3,19,6,washout,6,exp1_dir1
-3.82,3,20,6,washout,6,exp1_dir1
-3.96,3,21,6,washout,6,exp1_dir1
0.734,3,1,7,baseline,1,exp1_dir1
-0.506,3,2,7,baseline,1,exp1_dir1
-1.526,3,3,7,baseline,1,exp1_dir1
-0.036,3,4,7,baseline,1,exp1_dir1
1.334,3,5,7,baseline,1,exp1_dir1
6.574,3,6,7,perturbation,2,exp1_dir1
1.384,3,7,7,perturbation,2,exp1_dir1
4.014,3,8,7,perturbation,3,exp1_dir1
1.614,3,9,7,perturbation,3,exp1_dir1
8.544,3,10,7,perturbation,3,exp1_dir1
2.384,3,11,7,perturbation,3,exp1_dir1
6.724,3,12,7,perturbation,3,exp1_dir1
-1.316,3,13,7,perturbation,4,exp1_dir1
1.704,3,14,7,perturbation,4,exp1_dir1
2.944,3,15,7,perturbation,4,exp1_dir1
-1.266,3,16,7,washout,5,exp1_dir1
-0.596,3,17,7,washout,5,exp1_dir1
-2.406,3,18,7,washout,6,exp1_dir1
0.874,3,19,7,washout,6,exp1_dir1
2.244,3,20,7,washout,6,exp1_dir1
0.574,3,21,7,washout,6,exp1_dir1
4.026,3,1,8,baseline,1,exp1_dir1
0.305999999999999,3,2,8,baseline,1,exp1_dir1
0.425999999999999,3,3,8,baseline,1,exp1_dir1
-4.614,3,4,8,baseline,1,exp1_dir1
-0.144000000000001,3,5,8,baseline,1,exp1_dir1
3.476,3,6,8,perturbation,2,exp1_dir1
4.766,3,7,8,perturbation,2,exp1_dir1
3.786,3,8,8,perturbation,3,exp1_dir1
0.956,3,9,8,perturbation,3,exp1_dir1
2.776,3,10,8,perturbation,3,exp1_dir1
3.356,3,11,8,perturbation,3,exp1_dir1
6.236,3,12,8,perturbation,4,exp1_dir1
2.886,3,13,8,perturbation,4,exp1_dir1
3.216,3,14,8,perturbation,4,exp1_dir1
-4.804,3,15,8,washout,5,exp1_dir1
-2.044,3,16,8,washout,5,exp1_dir1
-1.114,3,17,8,washout,6,exp1_dir1
-1.044,3,18,8,washout,6,exp1_dir1
-1.834,3,19,8,washout,6,exp1_dir1
-3.394,3,20,8,washout,6,exp1_dir1
2.258,3,1,9,baseline,1,exp1_dir1
0.188,3,2,9,baseline,1,exp1_dir1
-0.0320000000000005,3,3,9,baseline,1,exp1_dir1
-3.042,3,4,9,baseline,1,exp1_dir1
0.628,3,5,9,baseline,1,exp1_dir1
14.928,3,6,9,perturbation,2,exp1_dir1
5.978,3,7,9,perturbation,2,exp1_dir1
4.128,3,8,9,perturbation,3,exp1_dir1
3.258,3,9,9,perturbation,3,exp1_dir1
4.658,3,10,9,perturbation,3,exp1_dir1
2.858,3,11,9,perturbation,3,exp1_dir1
7.378,3,12,9,perturbation,3,exp1_dir1
5.808,3,13,9,perturbation,4,exp1_dir1
5.078,3,14,9,perturbation,4,exp1_dir1
3.478,3,15,9,perturbation,4,exp1_dir1
2.828,3,16,9,washout,5,exp1_dir1
2.758,3,17,9,washout,5,exp1_dir1
2.328,3,18,9,washout,6,exp1_dir1
2.408,3,19,9,washout,6,exp1_dir1
1.908,3,20,9,washout,6,exp1_dir1
2.708,3,21,9,washout,6,exp1_dir1
1.506,3,1,10,baseline,1,exp1_dir1
3.706,3,2,10,baseline,1,exp1_dir1
0.196000000000001,3,3,10,baseline,1,exp1_dir1
-2.894,3,4,10,baseline,1,exp1_dir1
-2.514,3,5,10,baseline,1,exp1_dir1
9.216,3,6,10,perturbation,2,exp1_dir1
10.726,3,7,10,perturbation,2,exp1_dir1
5.096,3,8,10,perturbation,3,exp1_dir1
10.756,3,9,10,perturbation,3,exp1_dir1
8.656,3,10,10,perturbation,3,exp1_dir1
6.606,3,11,10,perturbation,3,exp1_dir1
6.316,3,12,10,perturbation,3,exp1_dir1
3.876,3,13,10,perturbation,4,exp1_dir1
5.196,3,14,10,perturbation,4,exp1_dir1
2.946,3,15,10,perturbation,4,exp1_dir1
-0.564,3,16,10,washout,5,exp1_dir1
1.636,3,17,10,washout,5,exp1_dir1
-0.533999999999999,3,18,10,washout,6,exp1_dir1
1.456,3,19,10,washout,6,exp1_dir1
2.586,3,20,10,washout,6,exp1_dir1
2.096,3,21,10,washout,6,exp1_dir1
-3.17,3,1,11,baseline,1,exp1_dir1
1.97,3,2,11,baseline,1,exp1_dir1
1.38,3,3,11,baseline,1,exp1_dir1
1.36,3,4,11,baseline,1,exp1_dir1
-1.54,3,5,11,baseline,1,exp1_dir1
1.77,3,6,11,perturbation,2,exp1_dir1
3.46,3,7,11,perturbation,2,exp1_dir1
6.51,3,8,11,perturbation,3,exp1_dir1
6.12,3,9,11,perturbation,3,exp1_dir1
3.68,3,10,11,perturbation,3,exp1_dir1
-1.4,3,11,11,perturbation,3,exp1_dir1
3.07,3,12,11,perturbation,3,exp1_dir1
0.799999999999999,3,13,11,perturbation,4,exp1_dir1
4.82,3,14,11,perturbation,4,exp1_dir1
4.14,3,15,11,perturbation,4,exp1_dir1
-1.3,3,16,11,washout,5,exp1_dir1
-2.05,3,17,11,washout,5,exp1_dir1
0.919999999999999,3,18,11,washout,6,exp1_dir1
3.14,3,19,11,washout,6,exp1_dir1
-2.03,3,20,11,washout,6,exp1_dir1
-1.03,3,21,11,washout,6,exp1_dir1
0.482,3,1,12,baseline,1,exp1_dir1
0.342,3,2,12,baseline,1,exp1_dir1
-3.318,3,3,12,baseline,1,exp1_dir1
2.062,3,4,12,baseline,1,exp1_dir1
0.432,3,5,12,baseline,1,exp1_dir1
4.502,3,6,12,perturbation,2,exp1_dir1
-0.838,3,7,12,perturbation,2,exp1_dir1
-1.558,3,8,12,perturbation,3,exp1_dir1
-1.208,3,9,12,perturbation,3,exp1_dir1
-1.688,3,10,12,perturbation,3,exp1_dir1
0.282,3,11,12,perturbation,3,exp1_dir1
0.292,3,12,12,perturbation,3,exp1_dir1
3.402,3,13,12,perturbation,4,exp1_dir1
3.012,3,14,12,perturbation,4,exp1_dir1
-0.568,3,15,12,perturbation,4,exp1_dir1
-2.078,3,16,12,washout,5,exp1_dir1
-0.00800000000000001,3,17,12,washout,5,exp1_dir1
-0.698,3,18,12,washout,6,exp1_dir1
-1.438,3,19,12,washout,6,exp1_dir1
-1.898,3,20,12,washout,6,exp1_dir1
-0.958,3,21,12,washout,6,exp1_dir1
-1.7,3,1,13,baseline,1,exp1_dir1
-2.6,3,2,13,baseline,1,exp1_dir1
-5.36,3,3,13,baseline,1,exp1_dir1
3.32,3,4,13,baseline,1,exp1_dir1
6.34,3,5,13,baseline,1,exp1_dir1
6.35,3,6,13,perturbation,2,exp1_dir1
5.1,3,7,13,perturbation,2,exp1_dir1
7.97,3,8,13,perturbation,3,exp1_dir1
4.88,3,9,13,perturbation,3,exp1_dir1
3.32,3,10,13,perturbation,3,exp1_dir1
8.41,3,11,13,perturbation,3,exp1_dir1
10.29,3,12,13,perturbation,3,exp1_dir1
4.98,3,13,13,perturbation,4,exp1_dir1
5.86,3,14,13,perturbation,4,exp1_dir1
4.42,3,15,13,perturbation,4,exp1_dir1
0.399999999999999,3,16,13,washout,5,exp1_dir1
2.61,3,17,13,washout,5,exp1_dir1
6.03,3,18,13,washout,6,exp1_dir1
4.22,3,19,13,washout,6,exp1_dir1
2.67,3,20,13,washout,6,exp1_dir1
2.08,3,21,13,washout,6,exp1_dir1
2.146,3,1,14,baseline,1,exp1_dir1
-0.474,3,2,14,baseline,1,exp1_dir1
-3.574,3,3,14,baseline,1,exp1_dir1
-0.224,3,4,14,baseline,1,exp1_dir1
2.126,3,5,14,baseline,1,exp1_dir1
4.826,3,6,14,perturbation,2,exp1_dir1
2.646,3,7,14,perturbation,2,exp1_dir1
1.946,3,8,14,perturbation,3,exp1_dir1
2.026,3,9,14,perturbation,3,exp1_dir1
2.626,3,10,14,perturbation,3,exp1_dir1
1.226,3,11,14,perturbation,3,exp1_dir1
0.846000000000001,3,12,14,perturbation,3,exp1_dir1
-1.504,3,13,14,perturbation,4,exp1_dir1
1.226,3,14,14,perturbation,4,exp1_dir1
3.376,3,15,14,perturbation,4,exp1_dir1
-1.924,3,16,14,washout,5,exp1_dir1
0.276,3,17,14,washout,5,exp1_dir1
-0.754,3,18,14,washout,6,exp1_dir1
-0.33,3,1,15,baseline,1,exp1_dir1
-3.9,3,2,15,baseline,1,exp1_dir1
2.99,3,3,15,baseline,1,exp1_dir1
-0.68,3,4,15,baseline,1,exp1_dir1
1.92,3,5,15,baseline,1,exp1_dir1
3.92,3,6,15,perturbation,2,exp1_dir1
6.84,3,7,15,perturbation,2,exp1_dir1
2.72,3,8,15,perturbation,3,exp1_dir1
1.97,3,9,15,perturbation,3,exp1_dir1
2.57,3,10,15,perturbation,3,exp1_dir1
4.79,3,11,15,perturbation,3,exp1_dir1
5.74,3,12,15,perturbation,3,exp1_dir1
0.6,3,13,15,perturbation,4,exp1_dir1
3.67,3,14,15,perturbation,4,exp1_dir1
2.62,3,15,15,perturbation,4,exp1_dir1
-0.98,3,16,15,washout,5,exp1_dir1
-1.08,3,17,15,washout,5,exp1_dir1
-1.78,3,18,15,washout,6,exp1_dir1
-1.28,3,19,15,washout,6,exp1_dir1
0.02,3,20,15,washout,6,exp1_dir1
-0.53,3,21,15,washout,6,exp1_dir1
-0.218,3,1,16,baseline,1,exp1_dir1
3.502,3,2,16,baseline,1,exp1_dir1
-1.728,3,3,16,baseline,1,exp1_dir1
2.562,3,4,16,baseline,1,exp1_dir1
-4.118,3,5,16,baseline,1,exp1_dir1
0.982,3,6,16,perturbation,2,exp1_dir1
3.022,3,7,16,perturbation,2,exp1_dir1
3.092,3,8,16,perturbation,3,exp1_dir1
2.952,3,9,16,perturbation,3,exp1_dir1
4.212,3,10,16,perturbation,3,exp1_dir1
3.672,3,11,16,perturbation,3,exp1_dir1
1.272,3,12,16,perturbation,3,exp1_dir1
3.532,3,13,16,perturbation,4,exp1_dir1
1.512,3,14,16,perturbation,4,exp1_dir1
2.562,3,15,16,perturbation,4,exp1_dir1
0.122,3,16,16,washout,5,exp1_dir1
-1.798,3,17,16,washout,5,exp1_dir1
-0.828,3,18,16,washout,6,exp1_dir1
-0.338,3,19,16,washout,6,exp1_dir1
-2.048,3,20,16,washout,6,exp1_dir1
-1.018,3,21,16,washout,6,exp1_dir1
-0.032894737,4,1,1,baseline,1,exp1_dir2
0.789473684,4,2,1,baseline,1,exp1_dir2
-1.513157895,4,3,1,baseline,1,exp1_dir2
0.625,4,4,1,baseline,1,exp1_dir2
0.131578947,4,5,1,baseline,1,exp1_dir2
6.776315789,4,6,1,perturbation,2,exp1_dir2
2.203947368,4,7,1,perturbation,2,exp1_dir2
-0.953947368,4,8,1,perturbation,3,exp1_dir2
-5.361842105,4,9,1,perturbation,3,exp1_dir2
5.625,4,10,1,perturbation,3,exp1_dir2
0.164473684,4,11,1,perturbation,3,exp1_dir2
-0.657894737,4,12,1,perturbation,4,exp1_dir2
-1.710526316,4,13,1,perturbation,4,exp1_dir2
0.361842105,4,14,1,perturbation,4,exp1_dir2
-5.427631579,4,15,1,washout,5,exp1_dir2
-7.138157895,4,16,1,washout,5,exp1_dir2
-0.921052632,4,17,1,washout,6,exp1_dir2
-6.809210526,4,18,1,washout,6,exp1_dir2
-0.427631579,4,19,1,washout,6,exp1_dir2
-1.282894737,4,20,1,washout,6,exp1_dir2
-0.962732919,4,1,2,baseline,1,exp1_dir2
1.925465839,4,2,2,baseline,1,exp1_dir2
0.310559006,4,3,2,baseline,1,exp1_dir2
-2.670807453,4,4,2,baseline,1,exp1_dir2
1.397515528,4,5,2,baseline,1,exp1_dir2
5.559006211,4,6,2,perturbation,2,exp1_dir2
7.48447205,4,7,2,perturbation,2,exp1_dir2
6.552795031,4,8,2,perturbation,3,exp1_dir2
4.037267081,4,9,2,perturbation,3,exp1_dir2
3.97515528,4,10,2,perturbation,3,exp1_dir2
0.745341615,4,11,2,perturbation,3,exp1_dir2
7.826086957,4,12,2,perturbation,3,exp1_dir2
0.776397516,4,13,2,perturbation,4,exp1_dir2
0.714285714,4,14,2,perturbation,4,exp1_dir2
2.173913043,4,15,2,perturbation,4,exp1_dir2
-0.248447205,4,16,2,washout,5,exp1_dir2
-2.080745342,4,17,2,washout,5,exp1_dir2
2.267080745,4,18,2,washout,6,exp1_dir2
1.894409938,4,19,2,washout,6,exp1_dir2
2.329192547,4,20,2,washout,6,exp1_dir2
2.329192547,4,21,2,washout,6,exp1_dir2
-0.148148148,5,1,1,baseline,1,exp1_dir2
-1.290123457,5,2,1,baseline,1,exp1_dir2
-0.333333333,5,3,1,baseline,1,exp1_dir2
2.290123457,5,4,1,baseline,1,exp1_dir2
-0.518518519,5,5,1,baseline,1,exp1_dir2
8.185185185,5,6,1,perturbation,2,exp1_dir2
4.574074074,5,7,1,perturbation,2,exp1_dir2
0.222222222,5,8,1,perturbation,3,exp1_dir2
-2.432098765,5,9,1,perturbation,3,exp1_dir2
1.796296296,5,10,1,perturbation,3,exp1_dir2
0.160493827,5,11,1,perturbation,3,exp1_dir2
5.87037037,5,12,1,perturbation,3,exp1_dir2
7.197530864,5,13,1,perturbation,4,exp1_dir2
0.191358025,5,14,1,perturbation,4,exp1_dir2
0.561728395,5,15,1,perturbation,4,exp1_dir2
-2.277777778,5,16,1,washout,5,exp1_dir2
1.858024691,5,17,1,washout,5,exp1_dir2
-1.413580247,5,18,1,washout,6,exp1_dir2
0.191358025,5,19,1,washout,6,exp1_dir2
1.672839506,5,20,1,washout,6,exp1_dir2
1.910588235,6,1,1,baseline,1,exp1_dir2
-12.84235294,6,2,1,baseline,1,exp1_dir2
1.369411765,6,3,1,baseline,1,exp1_dir2
5.792941176,6,4,1,baseline,1,exp1_dir2
3.769411765,6,5,1,baseline,1,exp1_dir2
11.48705882,6,6,1,perturbation,2,exp1_dir2
13.18117647,6,7,1,perturbation,2,exp1_dir2
5.957647059,6,8,1,perturbation,3,exp1_dir2
3.722352941,6,9,1,perturbation,3,exp1_dir2
-10.88941176,6,10,1,perturbation,3,exp1_dir2
4.428235294,6,11,1,perturbation,4,exp1_dir2
-6.089411765,6,12,1,perturbation,4,exp1_dir2
-11.31294118,6,13,1,perturbation,4,exp1_dir2
-5.430588235,6,14,1,washout,5,exp1_dir2
-6.442352941,6,15,1,washout,5,exp1_dir2
1.534117647,6,16,1,washout,6,exp1_dir2
-3.595294118,6,17,1,washout,6,exp1_dir2
1.101234568,6,1,2,baseline,1,exp1_dir2
0.088888889,6,2,2,baseline,1,exp1_dir2
1.619753086,6,3,2,baseline,1,exp1_dir2
-0.281481481,6,4,2,baseline,1,exp1_dir2
-2.528395062,6,5,2,baseline,1,exp1_dir2
5.125925926,6,6,2,perturbation,2,exp1_dir2
-0.750617284,6,7,2,perturbation,2,exp1_dir2
-7.960493827,6,8,2,perturbation,3,exp1_dir2
4.187654321,6,9,2,perturbation,3,exp1_dir2
3.274074074,6,10,2,perturbation,3,exp1_dir2
-1.29382716,6,11,2,perturbation,3,exp1_dir2
0.434567901,6,12,2,perturbation,3,exp1_dir2
1.07654321,6,13,2,perturbation,4,exp1_dir2
-2.627160494,6,14,2,perturbation,4,exp1_dir2
0.928395062,6,15,2,perturbation,4,exp1_dir2
0.088888889,6,16,2,washout,5,exp1_dir2
-6.108641975,6,17,2,washout,5,exp1_dir2
-2.8,6,18,2,washout,6,exp1_dir2
-4.232098765,6,19,2,washout,6,exp1_dir2
-0.651851852,6,20,2,washout,6,exp1_dir2
-3.590123457,6,21,2,washout,6,exp1_dir2
0.390243902,6,1,3,baseline,1,exp1_dir2
1.902439024,6,2,3,baseline,1,exp1_dir2
0.024390244,6,3,3,baseline,1,exp1_dir2
-2.195121951,6,4,3,baseline,1,exp1_dir2
-0.12195122,6,5,3,baseline,1,exp1_dir2
2.902439024,6,6,3,perturbation,2,exp1_dir2
5.365853659,6,7,3,perturbation,2,exp1_dir2
-0.43902439,6,8,3,perturbation,3,exp1_dir2
-7.56097561,6,9,3,perturbation,3,exp1_dir2
4.43902439,6,10,3,perturbation,3,exp1_dir2
3.536585366,6,11,3,perturbation,3,exp1_dir2
-0.975609756,6,12,3,perturbation,3,exp1_dir2
0.731707317,6,13,3,perturbation,4,exp1_dir2
1.365853659,6,14,3,perturbation,4,exp1_dir2
-2.292682927,6,15,3,perturbation,4,exp1_dir2
-5.731707317,6,16,3,washout,5,exp1_dir2
-2.463414634,6,17,3,washout,5,exp1_dir2
-3.87804878,6,18,3,washout,6,exp1_dir2
-0.341463415,6,19,3,washout,6,exp1_dir2
-3.243902439,6,20,3,washout,6,exp1_dir2
-1.285024155,6,1,4,baseline,1,exp1_dir2
3.062801932,6,2,4,baseline,1,exp1_dir2
0.502415459,6,3,4,baseline,1,exp1_dir2
-2.492753623,6,4,4,baseline,1,exp1_dir2
0.212560386,6,5,4,baseline,1,exp1_dir2
4.753623188,6,6,4,perturbation,2,exp1_dir2
-0.512077295,6,7,4,perturbation,2,exp1_dir2
0.429951691,6,8,4,perturbation,3,exp1_dir2
-3.990338164,6,9,4,perturbation,3,exp1_dir2
1.371980676,6,10,4,perturbation,3,exp1_dir2
2.966183575,6,11,4,perturbation,3,exp1_dir2
-2.951690821,6,12,4,perturbation,3,exp1_dir2
0.043478261,6,13,4,perturbation,4,exp1_dir2
